smiles,pKi
CC(C)(C)CN=c1nc(N2CCc3[nH]cnc3C2)cc[nH]1,8.750034889317396
CC(C)(C)CNC(=O)OCCCc1c[nH]cn1,7.639123537396505
CC(C)(C)N1CCC(Oc2ccc3[nH]c(C(=O)N4CCOCC4)cc3c2)CC1,8.397940008672037
CC(C)(C)N=C(NC1CCCC1)SCCCc1c[nH]cn1,7.169989064063882
CC(C)(C)NCCCCCc1c[nH]cn1,7.400007822415902
CC(C)(C)NCCCCc1c[nH]cn1,6.199998172182031
CC(C)(C)OC(=O)N1CCC(CN=c2cc[nH]c(=N)[nH]2)CC1,6.464971826584593
CC(C)(C)OC(=O)N1CCC(N=c2cc[nH]c(=N)[nH]2)C1,6.454946838380403
CC(C)(C)OC(=O)N1CCC(Oc2ccc3c(c2)CCC2(CCN(C4CCC4)CC2)O3)CC1,7.36292107536816
CC(C)(C)OC(=O)N1CCC2(CC1)CCN(c1ccc(C3CCC(N4CCC4)CC3)cc1F)C2=O,6.657577319177793
CC(C)(C)OC(=O)N1CCC2(CC1)CCN(c1ccc(C3CCC(N4CCCC4)CC3)cc1F)C2=O,6.421360790031928
CC(C)(C)OC(=O)N1CCCC1C(=O)N1CCN(CCCOc2ccc(C(=O)C3CC3)cc2)CC1,6.919987152892072
CC(C)(C)OC(=O)N1CCCN(c2c3c(nc4ccccc24)CCCCC3)CC1,6.0
CC(C)(C)OC(=O)N1CCN(c2c3c(nc4ccccc24)CCCCC3)CC1,6.0
CC(C)(C)OC(=O)N1CCN(c2cc[nH]c(=N)n2)CC1,6.434994025164048
CC(C)(C)OC(=O)N=C(NCCCCc1c[nH]cn1)NC1CCCCC1,8.177436300370804
CC(C)(C)OC(=O)N=C(NCCCc1c[nH]cn1)NCC1CCCCC1,8.011138197355576
CC(C)(C)OC(=O)N=C(NCCCc1c[nH]cn1)NCc1ccc(I)cc1,7.910396511922256
CC(C)(C)OC(=O)NC(Cc1ccccc1)C(=O)N1CCN(CCCOc2ccc(C(=O)C3CC3)cc2)CC1,8.400007822415901
